tokens,tickers,cours,total_tests,ecart_BB_4d,position_prix_BB_4d,position_prix_BB_4h,position_prix_BB_30m,Tests_MM_4d,Tests_MM_4h,Tests_MM_30m,combo_rsi,Tests_RSI,Surventes_RSI_4d,Surachats RSI 4d,combo_cci,combo_chop,CHOP_4d,CHOP_4h,CHOP_30m,Charged_chop_4d,Charged_chop_4h,Charged_chop_30m,Tests_VOL,VOL_var_1d,VOL_var_7d,VOL_var_14d
golem,glm,0.266903,11.0,0.08493310394622294,1.0264253280931397,0.7417524728508289,0.4030206842838366,111.0,110.0,101.0,,122.0,0.0,16.0,0,1,32.164320417121914,29.364600010179377,37.62920962530194,71.48034316574038,45.75110978082644,0.0,2.0,0.765369307084008,-0.1268967699158504,-0.1660408476444866
govi,govi,0.202211,14.0,0.14813623961877145,1.0116128677119125,0.9089253188287854,0.8081957797232425,111.0,111.0,111.0,,126.0,0.0,45.0,0,11,30.673388495110917,31.739700756265027,42.53667696496594,40.41748060604776,0.0,84.55343895897245,4.0,0.031815099257441075,0.17266915256070525,0.34851475051135256
green-satoshi-token,gst-sol,0.01023602,5.0,0.10664738894309557,0.3904740507423492,0.6955308798240037,0.1558202445543591,110.0,110.0,0.0,,10.0,4.0,7.0,10,1,32.97732956991886,-6.299587820692142,47.63935554965239,28.248400324211175,25.214238816156055,42.4105836333894,2.0,-0.05926843741611222,-0.07771465862404578,0.399905433395948
h2o-dao,h2o,0.147319,5.0,0.01834235141728177,0.1451578743476988,0.7638894625273444,-0.005188847843683662,100.0,11.0,100.0,,10.0,0.0,26.0,10,1,65.34841056808871,19.32474114121782,34.159739204385126,94.59643833108206,89.54631598747626,79.56637920454872,3.0,-0.0006311119024851377,-0.02779074716683228,0.22648183059233057
hackenai,hai,0.02662649,10.0,0.14043321555701005,0.41415795802366634,0.826035803186477,0.7539126441127466,110.0,111.0,111.0,,11.0,0.0,38.0,10,1,45.08670772253775,21.531097632426818,47.223362732135065,0.0,0.0,0.0,3.0,0.007952665675996829,0.032428387104432806,0.052077990025015716
harmony,one,0.01500136,7.0,0.15807480331348234,0.5037911670063858,0.7537062722851645,0.29400053081982513,110.0,11.0,100.0,,15.0,0.0,33.0,10,1,43.29972746371997,33.67525832144741,36.92900003563178,0.0,0.0,11.008708263927943,3.0,0.0022585268004913723,0.09131416694287216,0.06400548141426954
harvest-finance,farm,32.33,10.0,0.38449021578136533,0.5448551946447411,1.0628672365628047,0.7369382679355689,110.0,111.0,110.0,,16.0,0.0,31.0,10,10,8.898598560841304,25.315955613614506,-8.997411229832545,0.0,15.191013574893447,0.34685693595099565,3.0,0.06599849236342449,3.0592632052933424,1.8847492995134287
hashflow,hft,0.31463,7.0,0.10259041467572581,0.7261659917709611,0.634617509774279,0.12155906895623621,110.0,110.0,100.0,,110.0,0.0,13.0,0,0,54.15685665183879,36.5400219468352,21.898172682561224,2.907676730935158,0.0,0.0,2.0,0.008790523350399176,0.15454427902415752,0.07803221360116805
hathor,htr,0.058642,6.0,0.11480948229594945,0.2047076651956041,0.9103761333005416,-0.006426796435217801,0.0,11.0,100.0,,25.0,0.0,33.0,10,0,46.108329700682944,36.732395881750016,21.383566210257264,12.431189357127991,12.935439590157245,0.0,2.0,-0.017425785420297157,0.014888072317647058,0.1299094142885358
haven,xhv,0.186696,8.0,0.6680746129748057,1.037323012449927,0.48197924747165416,0.18575804161823758,111.0,110.0,0.0,,112.0,0.0,13.0,0,10,-18.78916029638674,34.91233308639722,20.537169473824292,0.0,0.0,0.0,1.0,-0.021012643070949927,-0.17631213994360895,-0.15382525984130715
havven,snx,2.73,8.0,0.1364083825630205,0.46004628687997584,0.9428301173075547,0.17957489008845082,110.0,111.0,100.0,,15.0,0.0,25.0,10,1,39.34513375221705,17.186957141175558,38.22772101996729,3.0740403326860957,2.972595466783531,6.798406002526789,4.0,0.00034460235676561386,0.18987058192409473,0.7591653215860932
hedera-hashgraph,hbar,0.060936,6.0,0.06354439732437328,0.19079334054388172,0.8231384308548098,0.1323266322375019,100.0,11.0,100.0,,15.0,0.0,26.0,10,0,52.666397631233174,37.77855611480332,37.14806076830973,1.71254580386384,0.0,1.2468681403943478,3.0,0.004536613921289389,0.08443426012157597,0.11057731844239294
hegic,hegic,0.01700727,7.0,0.14024259049720128,0.02233622726595602,0.8660612700256686,0.16082153605514335,100.0,1.0,110.0,,16.0,0.0,24.0,10,10,38.51001161970248,50.78299502538405,39.509764533678435,11.656606784659964,12.158427141842374,58.76286388035393,1.0,0.1829693678711184,-0.3859611236200813,0.05588611453528834
helium,hnt,2.03,7.0,0.18414252199558168,0.5441482100323972,0.7301515187528007,0.20511608769012443,111.0,110.0,100.0,,10.0,1.0,26.0,10,1,60.52110301111662,49.78230155744561,74.31795382390989,8.918037964823554,13.293577148312899,161.90902720762998,2.0,-0.005675048091159952,-0.00019805562812080617,0.12734032873264042
hifi-finance,hifi,0.792011,2.0,0.6941298323595652,0.2581994316175514,0.23746468684664665,0.1262353949163035,100.0,0.0,0.0,,10.0,5.0,21.0,0,10,51.32694969347016,84.64729270062925,28.991313412242388,19.908541931247598,187.91378630398694,27.04105138774903,1.0,-0.026597958055219195,-0.037419960317740864,-0.1271417511623375
hive,hive,0.381745,7.0,0.048986004571206096,0.40521206308585056,0.44391505199925374,0.8647683420722403,110.0,0.0,11.0,,13.0,0.0,13.0,11,0,62.440326939529854,54.031522404299594,48.608712832521604,40.94426167852217,38.42410177044582,0.0,1.0,-0.008299287531413109,0.006356426366313527,-0.6196042202629343
holotoken,hot,0.00166295,6.0,0.06318313383251498,0.27100540050087374,0.7351758585582725,0.12168166914203356,100.0,11.0,100.0,,15.0,0.0,17.0,10,0,59.928061831735235,35.858653837497044,31.012464323330743,135.21137330263844,1.4980673584190143,21.53633428394283,2.0,0.09455062674018903,0.11681447639718874,0.10733634464207449
hooked-protocol,hook,1.064,7.0,0.24002598511750317,0.8062125458326895,0.6369416800877371,0.1269717711978248,111.0,110.0,0.0,,110.0,3.0,15.0,0,10,37.3863306571801,42.973677714324296,26.710106588729108,0.0,0.0,3.894487536431754,2.0,-0.014338538032441832,0.11803716825300446,0.08183208607381613
humans-ai,heart,0.01435847,13.0,0.12646200284696857,0.72665359979662,0.8676967641783713,0.49330090665448684,111.0,111.0,110.0,,126.0,0.0,10.0,10,11,39.34230174649894,45.70135274587888,55.976730326392584,0.0,0.0,0.0,2.0,0.00483843613824779,0.0246603340477517,0.2760675816141425
huobi-token,ht,2.83,8.0,0.233767802484236,0.2940277238872653,0.8605644022965825,-0.0016462935751339568,110.0,111.0,100.0,,15.0,0.0,32.0,10,10,29.869720600937445,43.081530405095954,12.416777623599458,34.01016627201591,55.17120932240317,0.0,3.0,0.010531984442764566,0.05880348223823524,0.10733302793584017
hydra,hydra,0.846611,4.0,0.10424791027890425,0.273150251701218,0.24503653922580954,0.15922073692852395,101.0,0.0,0.0,,20.0,0.0,44.0,0,11,34.96924842929997,56.42623216210757,59.7673858693712,8.57209133537387,0.0,0.0,2.0,0.0031163628714281195,0.009601399733461139,0.017336743366104135
icon,icx,0.279695,6.0,0.4675274093591367,0.4990940828863771,0.4516715697554208,0.2238320026220027,110.0,110.0,0.0,,12.0,0.0,26.0,0,11,24.413180039659462,53.36434898454276,54.06651301256418,35.09512973085734,0.0,0.0,2.0,-4.59146614494042e-05,-0.17317157860718485,-0.18058223533078324
iexec-rlc,rlc,1.3,9.0,0.07925342700350795,0.5303417522773504,0.9227641673391177,0.4420088990449125,110.0,111.0,110.0,,15.0,0.0,12.0,10,1,59.565438526272224,19.03735049820864,27.12900489810625,0.0,0.0,25.605183012799614,3.0,-0.013123784992449204,0.6416597474644488,0.5517727196565068
illuvium,ilv,93.06,5.0,0.07274089603531524,0.6093030485591765,0.6655891691579657,0.05719315920514929,101.0,110.0,0.0,,10.0,0.0,51.0,10,0,66.41911774752766,35.90607203780204,28.19874997698933,37.78730875557264,38.63536946055552,0.0,2.0,0.004243570282679145,-0.04059941148971616,0.03506843291760762
immutable-x,imx,1.17,7.0,0.15316251689747584,0.8160905493072269,0.6990865176006387,0.2031533734898785,111.0,110.0,0.0,,20.0,0.0,41.0,0,0,56.78239228226706,54.697486571622484,44.92475469081828,0.0,0.0,7.179708983081454,3.0,0.004199627339253692,0.025906101672559183,-0.022305970131308795
injective-protocol,inj,16.15,6.0,0.17979185035395284,0.03667994662554013,0.7907609683716305,0.26607231908904294,100.0,11.0,100.0,,12.0,0.0,36.0,10,0,35.88306196263288,34.65598815749637,29.986256541481406,12.806129179869558,8.60836689552469,0.0,3.0,-0.0060732078835269284,0.10644337594193277,0.14626217687521928
internet-computer,icp,4.74,6.0,0.17964865006131772,0.7630607345162465,0.6336722332024338,0.024781203492915398,110.0,110.0,0.0,,110.0,0.0,22.0,0,0,38.32814652835501,37.77651871677113,29.60455701435344,6.646524249087541,3.593929089625526,14.579218946151663,3.0,-0.013474880774933804,0.09470859880949038,0.21122964785660964
iostoken,iost,0.00954667,5.0,0.11509963120819829,0.32439377353744775,0.6101021771746477,0.11430237447013411,100.0,11.0,100.0,,10.0,0.0,26.0,10,10,41.49348416014868,44.93878991781959,31.13986829302311,0.0,0.0,11.31733131720543,2.0,0.007837579251977382,0.08651041030318295,-0.1716134940366226
iota,miota,0.19408,6.0,0.1248548929038821,0.5448843323322785,0.625764825143158,0.06998698108322181,110.0,110.0,100.0,,10.0,0.0,31.0,10,10,46.02484936565752,51.4588726880411,25.756878821255086,0.0,0.0,59.72152476066755,3.0,0.049293387316638175,-0.018705684362267935,0.13114992392697766
iotex,iotx,0.02652028,6.0,0.12880333747382752,0.39229216458833005,0.6331162410853362,0.1059346292350521,110.0,11.0,100.0,,10.0,0.0,26.0,10,10,34.39943219888056,42.746413596137074,31.00929215193062,10.615253637482866,10.520938103582317,0.2254897659159596,2.0,0.017202046963821202,0.06436182165810138,0.14067621190935348
iris-network,iris,0.02269572,6.0,0.06466699385808541,0.28651469776519684,0.6381669316057144,0.06552973148687588,100.0,11.0,100.0,,15.0,0.0,21.0,10,0,54.93879329649144,47.71711683271874,26.455985488185974,132.6870874780757,180.54183329121457,35.927760541089164,1.0,0.017354956071986644,-0.07869018458531253,0.038043678305908823
jasmycoin,jasmy,0.0055693,6.0,0.05434861685057669,0.3382460247943288,0.5353021608224994,0.10754450617376299,110.0,110.0,100.0,,10.0,0.0,40.0,10,0,68.14650178271872,54.52408664312146,30.97680025452046,34.33296766711045,27.709832684266715,37.19760034857528,1.0,-0.015690572489629125,0.019710511270250253,-0.012444997360774717
joe,joe,0.368442,7.0,0.24743186478224072,0.6264866962968308,0.75674907095637,0.43131729841542205,110.0,110.0,1.0,,12.0,0.0,51.0,10,1,36.559176142348434,19.811232866485064,39.954022480796155,0.0,0.0,0.0,2.0,-0.053632511221320234,-0.14158543576510196,0.19005961341867372
just,jst,0.03421895,11.0,0.06459460593763743,0.8150442288013642,0.6531076052163358,0.2670468657858016,111.0,111.0,100.0,,122.0,0.0,12.0,0,0,44.65763413234577,43.05981983744478,33.4682739266179,58.227643579189305,34.56979070719115,0.0,4.0,0.0014261067408786645,0.021466105465361044,0.048453168811338564
juventus-fan-token,juv,2.61,7.0,0.47252614720194797,0.6516533262170124,0.4680692020700432,0.25253393654431,110.0,101.0,100.0,,105.0,0.0,30.0,0,10,2.780516017144062,69.68464240379951,25.50398223246514,21.98455916745769,19.631611721607072,133.74785095245565,1.0,-0.055255730713268905,0.3546284947217607,0.17696720580437758
kadena,kda,0.626781,6.0,0.16095755265968456,0.4705955008118709,0.5930103061269836,0.18065699300815055,110.0,110.0,0.0,,12.0,0.0,31.0,10,10,30.675174866365698,40.61882288497338,34.042491436319,2.74579433700022,0.0,0.0,0.0,-0.011042784469249483,-0.03214103164079225,-0.03339597483129263
kambria,kat,0.00134818,4.0,0.29960406105328335,0.020010595616775227,0.2730694364998237,0.17338222547330773,100.0,10.0,0.0,,12.0,0.0,18.0,10,10,30.50980041127777,53.41034825924861,18.97560437745867,5.87220084251998,1.119997625963471,5.2292533164465524,1.0,-0.022198401921167468,0.43067579612086343,0.0623754312074531
kardiachain,kai,0.00517135,7.0,0.047570589550509364,0.5445343140040604,0.6116233667510487,0.08778428832274562,101.0,11.0,100.0,,20.0,7.0,8.0,10,0,74.68113038497994,47.52434429633934,30.63653256420645,36.71895772792476,24.242034261712362,0.0,2.0,0.008460315397889375,0.026171138618651352,0.04356524653537679
karura,kar,0.120677,5.0,0.1676792876971612,0.49717313510153255,0.06485163289544506,0.23814231479432751,110.0,10.0,0.0,,12.0,0.0,12.0,1,0,48.17816921150788,38.59170457662235,0.6262935043907947,259.05249935172014,305.8703155122874,24.59456269942268,3.0,0.054030622850435805,0.549383083063097,0.23529269522707996
kaspa,kas,0.082619,10.0,0.13781242659386647,0.06705859629139113,0.9419635941470695,0.963532907650484,100.0,111.0,111.0,,17.0,0.0,45.0,11,1,55.300790993604934,-0.3461855476511443,31.14403299884473,59.852175462457794,59.921816833905865,0.0,4.0,-0.03086458136689495,0.32618743982497855,0.5364588408551209
kava,kava,0.820366,6.0,0.10948954644485234,0.5905849153252672,0.5080318450065481,0.13062215613232944,111.0,110.0,0.0,,10.0,0.0,33.0,0,0,65.2291926348872,46.43672618569952,30.604708296753476,3.429192634887201,0.0,45.33654937327533,2.0,0.0011544998392382926,-0.24435086794997996,-0.22898668228075816
kava-lend,hard,0.145713,6.0,0.06536314438899171,0.37784446171815705,0.7294633461914047,0.09348798992437043,110.0,110.0,100.0,,10.0,0.0,31.0,10,0,45.97312811674221,40.11533910453063,37.14588473450984,15.338113490582359,12.239380569771996,1.7131751822862213,3.0,0.016314032997280802,-0.025645373566352794,0.21715313580266352
keep3rv1,kp3r,68.87,10.0,0.8094035762313658,0.5034212399427279,0.9148994721133588,0.8936054222474549,110.0,111.0,11.0,,16.0,0.0,37.0,10,10,9.284295786355102,56.86706324373657,7.7382198899047845,12.46968257798924,38.22515639288901,0.0,3.0,0.019793288210439092,0.14952828705912619,-0.005847734233397288
klay-token,klay,0.169544,8.0,0.362249826403491,0.7235036205019176,0.8164620855602349,0.22223131619338826,110.0,111.0,100.0,,110.0,0.0,26.0,10,10,7.658553147088392,39.022430566813824,26.756483008463693,0.0,0.0,0.0,3.0,-0.20382897604791664,0.1812049224726209,0.060621483213760964
klever,klv,0.00456322,8.0,0.09141611316070988,0.8255060984069007,0.7549265349988115,-0.00040127708739494747,111.0,110.0,100.0,,110.0,0.0,62.0,0,0,41.637982973549605,26.641409224133877,17.118190480867902,0.0,0.0,41.43895488306602,1.0,1.2182599518076624,-0.4902469028984648,-0.08011324356643107
komodo,kmd,0.256653,4.0,0.11418546574476886,0.6272870690837551,0.6669276726234753,0.266657672084581,110.0,10.0,0.0,,10.0,0.0,13.0,10,10,33.23632735651057,44.25813018636461,42.187705088493836,0.0,0.0,92.84205641949436,2.0,0.0015574874035951126,-0.12858617652005117,0.01528500506415309
kryll,krl,0.254173,7.0,0.18591805009007245,0.641956770731441,0.5152977471559075,0.11627641870246445,110.0,101.0,100.0,,105.0,0.0,29.0,0,10,-6.341388621331822,68.4801045867088,54.26776427191214,351.0212892278218,39.32907504607732,107.76421446294862,1.0,-0.008561267006813743,-0.020560140048252365,0.17074958126911113
kucoin-shares,kcs,6.17,7.0,0.03007038825973439,0.38278460706267475,0.854750291392851,0.10371210507358418,100.0,111.0,100.0,,15.0,0.0,50.0,10,1,74.32950416812432,44.10909567990909,55.6281265687473,105.0278471648491,95.04123408534626,119.21256660759973,2.0,0.02355998608831428,-0.7308097062440372,2.879706372710453
kusama,ksm,26.08,7.0,0.11213671205205852,0.32301645199394374,0.6972132799722397,0.9760711157516267,100.0,10.0,11.0,,13.0,0.0,28.0,11,1,50.13921453255261,46.50098499657924,53.34933463803343,3.1912310308729346,0.0,39.05801935584638,2.0,0.0298800805317083,0.030352620908792403,0.11616085364451402
kyber-network-crystal,knc,0.870174,2.0,0.0823022287879523,0.4399354190006085,0.36812442594669054,0.11182754086603504,100.0,0.0,0.0,,10.0,0.0,22.0,0,0,59.03202177528501,54.2195601646874,27.825544119986677,14.571762540199792,2.9925355599239367,50.083084687077424,2.0,0.008674999321535181,0.026462270073419412,-0.005533894461343006
lattice-token,ltx,0.103947,13.0,0.07045108031028798,0.8262777445651484,0.7249026920190756,-0.001116370780699263,111.0,111.0,110.0,,126.0,0.0,23.0,0,1,45.668076795501975,41.57056797625435,50.15194288829605,1.9325764881548864,1.420979470188513,47.72964178394778,1.0,0.01610409340343743,-0.058773118292099094,0.018114438374456195
lazio-fan-token,lazio,1.95,8.0,0.07518966819016135,0.4190942924255826,0.45729942932678097,0.8617390217071847,110.0,10.0,111.0,,12.0,0.0,34.0,11,11,44.76818196804739,49.84605975817019,67.51461478455109,0.0,0.0,11.235851042659277,1.0,-0.16751582719304584,-0.08864720891928643,-0.034015382919360355
league-of-kingdoms,loka,0.262045,3.0,0.10671112853443207,0.25428103366972643,0.5002009823415511,0.07816909901935773,100.0,10.0,0.0,,10.0,0.0,12.0,10,0,52.81108375003176,48.04634799976168,23.497566356106965,126.81521216671905,0.0,39.93538527982102,1.0,-0.013913555571967634,-0.06598551623209567,-0.04980828548926455
lever,lever,0.00152413,8.0,0.06857543823413145,0.7008473142942597,0.6087664862369596,0.21032486156552307,101.0,11.0,100.0,,25.0,0.0,9.0,0,0,64.50753731831885,36.60336468699079,23.248275314758995,37.02798807911833,2.8507433808630225,0.0,3.0,7.6080708335066305,0.3132115162226146,0.5986676823745459
lido-dao,ldo,2.45,12.0,0.11678548240400084,1.0090822307874074,0.8817580846165965,0.29327544235131864,111.0,111.0,10.0,,126.0,0.0,28.0,0,0,47.78653279421335,37.63154085615069,28.283300656562474,36.558432966075195,22.023635290517916,0.0,3.0,-0.0035564668240370316,0.09509029511396822,-0.147730709176434
linear,lina,0.01194531,9.0,0.20091826917572983,0.8661597115896528,0.25899391293535734,0.48176748555265364,111.0,110.0,101.0,,102.0,6.0,12.0,1,10,41.92006231822658,57.7681977235382,30.941753139837456,1.8552440290308638,0.8424446945191946,0.0,2.0,0.003147474885737845,0.018768941868652345,0.03446461406937526
liquity,lqty,1.44,4.0,0.11833776033869531,0.3203222534776751,0.6638507828415741,0.12358774904396434,0.0,10.0,100.0,,110.0,13.0,6.0,10,0,49.129107803473595,45.535585230747195,25.97610345014743,25.199455102377016,27.57882108084179,0.0,3.0,0.02042396969445951,0.11537250289326594,0.1932367798126388
lisk,lsk,1.16,10.0,0.05717692830058995,0.5388543670100083,0.5422577127364216,1.0014926925243959,101.0,10.0,111.0,,23.0,0.0,14.0,1,0,85.38489102284954,58.71019289580959,53.80736141730447,148.12393261510735,184.81217773727496,29.953894079261488,1.0,0.011267017296735432,-0.07844300660396604,-0.19892227952770966
litecoin,ltc,72.94,4.0,0.06365625311926237,0.25357441861799934,0.7268647048460608,0.04924341887424611,100.0,11.0,0.0,,10.0,0.0,17.0,10,0,52.756434255129754,40.24803946010318,29.838383975196464,6.627175261708501,0.0,27.66092562597761,2.0,0.5863107471871654,0.002129074342835941,-0.02028719544145866
litentry,lit,0.842273,4.0,0.07540462309830034,0.22560689815447718,0.6307417643620828,0.10600520725208265,100.0,10.0,100.0,,10.0,0.0,11.0,10,0,64.45197132705843,49.728186044991794,28.02326674964106,27.03700540499485,12.253308289572878,42.99134918565365,2.0,0.008587130170016707,0.24447615024796857,0.04940501066074241
livepeer,lpt,7.04,9.0,0.11143854765462773,0.7855651810630768,0.6959449841146377,0.19638132260902075,111.0,110.0,0.0,,122.0,0.0,7.0,0,10,43.36250636717766,45.969755687418676,30.822152723975673,38.255382686838395,0.0,0.0,2.0,0.0005741344432560898,-0.05811873339535294,0.019089920176220007
loki-network,oxen,0.078236,7.0,0.06630080332315191,0.4298979371408588,0.6117336540935393,1.012058225115867,0.0,10.0,11.0,,113.0,0.0,17.0,11,1,68.21717602986142,26.537772937567585,30.84685580229561,104.52933971735716,44.227889785441434,54.01936143994551,0.0,-0.013627764406490491,-0.03502794977809859,-0.003503508922418912
looksrare,looks,0.083098,7.0,0.24609458769043827,0.25526285000329846,0.5015117652769343,0.8611377336695696,0.0,10.0,111.0,,22.0,0.0,29.0,11,10,39.17275718637701,53.61957000372834,49.83763649357987,0.0,0.0,0.0,1.0,-0.01729106095389875,-0.0780263009225376,0.0008208064039799163
loopring,lrc,0.238741,4.0,0.08149751132139478,0.5377711910023123,0.6667576445179564,0.12276832295267391,110.0,10.0,0.0,,10.0,0.0,30.0,10,0,57.36908041938803,42.55316856446085,35.190227544240685,0.0,0.0,73.05490252669921,3.0,0.0021620241508241746,0.2937158232959525,0.08760697925924474
lossless,lss,0.120634,10.0,0.08929338211572442,-0.0014048732533354672,0.6862570125721212,0.8358362212442877,100.0,111.0,111.0,,16.0,0.0,40.0,11,10,41.00763809171597,48.18301524038003,21.798523983196404,98.83038442829776,18.723540118174398,144.51159622727556,1.0,0.006626225322737104,-0.09881121691168995,-0.2401328282931284
lto-network,lto,0.072696,5.0,0.06712638503043472,0.688247847063592,0.4990998964639979,0.07949998340961986,110.0,10.0,0.0,,110.0,0.0,34.0,0,10,42.40515284715514,45.51883800761985,33.0490373458855,0.0,0.0,157.11494550306864,1.0,-0.19380409235644552,-0.04754523827550385,0.019155689595197437
lukso-token,lyxe,6.8,8.0,0.17741549644286703,0.9587573857470225,0.2769119951681137,0.6897748008616873,11.0,100.0,10.0,,116.0,0.0,16.0,1,0,64.03372691974218,46.84063549714813,43.804248530631064,54.65922410784934,28.64656312132248,0.0,3.0,-0.02492432872731093,0.05326459827882568,0.24786738895325894
magic,magic,0.672063,8.0,0.12257020537007086,0.3605782535597201,0.8425062273695109,0.07640458893648754,101.0,11.0,100.0,,25.0,0.0,18.0,10,0,59.181420140185644,43.4837337563915,29.5338922537453,5.496864767171317,3.5454857229849637,16.109171928770174,3.0,0.24171422188721844,0.09073208006505837,0.1473805237025225
maker,mkr,1420.87,8.0,0.11209859193827033,1.0300384960579387,0.6621419377557065,0.08467365006057243,11.0,111.0,0.0,,120.0,3.0,4.0,0,10,23.58459873072149,37.375096460206905,24.39130395535632,18.933355570011358,16.45874593521954,74.71755663686515,3.0,-0.046083027937617996,0.016166187547463712,0.0016194147604573687
manchester-city-fan-token,city,3.0,5.0,0.07441682262790429,0.5888354960897599,0.44134790139037133,0.04490897269087654,110.0,10.0,0.0,,110.0,0.0,24.0,0,10,37.66107449413857,51.01325274038942,27.97334317255718,33.261272984693015,14.731645280332593,36.3579112545949,2.0,0.0016359304445787968,0.05381313477037064,0.1096003525398606
mantra-dao,om,0.02391588,5.0,0.10031931207650174,0.5603712496873219,0.7124127677606259,-0.0017562030891120257,110.0,110.0,0.0,,10.0,0.0,25.0,10,0,52.8293490942024,46.89585187070137,44.232835613018,0.0,0.0,94.0875368301501,0.0,0.009873204262958797,-0.02694895215558419,-0.0035476437229662737
marcopolo,map,0.00825587,7.0,0.03143336109704316,0.9140539544501101,0.37928324654067536,0.13659532703337512,111.0,10.0,0.0,,120.0,0.0,16.0,0,0,66.20536438317708,57.86415702216571,55.18617320085964,14.56453714013091,22.469710096677467,126.16605035744352,4.0,0.026766751529547998,0.304361646027626,1.1933293576565431
marlin,pond,0.01118867,5.0,0.06668214004803144,0.2732544362160527,0.6833597269321066,0.11933328070393392,100.0,11.0,100.0,,10.0,0.0,27.0,10,0,54.107987559045874,45.41679809993067,39.77712189471047,21.040389947932795,16.889199701580054,0.0,2.0,-0.17921010560750328,0.24114530703928339,0.13966063942138973
mask-network,mask,3.51,6.0,0.09928932836107222,0.4445730047013711,0.9368989289254674,0.380095884953391,100.0,11.0,100.0,,15.0,0.0,12.0,10,1,66.94756934485419,29.249121491348806,37.856008314009195,111.0337204486204,63.38261992844025,0.0,3.0,0.028254998523128984,0.43473301934416275,0.46247222007587524
matic-network,matic,0.929408,10.0,0.2056604400402341,0.9814048275460509,0.5889283157743161,0.1572507451576124,111.0,111.0,100.0,,115.0,0.0,42.0,0,10,24.39847341422191,51.88289497909434,30.95906379909642,6.683867437505242,0.0,1.8369490302343294,2.0,-0.002792268380876166,0.02041698696631517,0.009435043258383173
matrix-ai-network,man,0.01556646,8.0,0.27385243349880994,0.6547724485547938,0.7665737317268891,-0.004209945121310719,110.0,111.0,0.0,,115.0,1.0,4.0,10,10,45.793893071517815,55.352933587533215,26.753714631326847,196.15096292446626,246.89054810942145,0.0,4.0,-0.001978259229329243,0.15077862302351547,0.2767580224290367
measurable-data-token,mdt,0.051426,10.0,0.11267037104574432,0.8054939920624731,0.7175337843088624,0.07808099750173857,111.0,11.0,100.0,,125.0,0.0,11.0,0,10,42.06392319832516,44.609429020054584,29.821309559648203,17.79520346076091,10.216324132730279,0.0,2.0,0.049008040374694715,0.32396996521358923,0.6966061995957877
melon,mln,16.79,5.0,0.10425941007693039,0.37739319468719146,0.5923473985825238,0.09254806391493603,100.0,11.0,0.0,,15.0,0.0,15.0,10,10,38.08017956696573,62.5250143320777,31.640879436552694,0.0,4.23147814794725,25.428573652591737,2.0,0.14017684394229518,0.07615504141180295,-0.1340315914984812
merit-circle,mc,0.857473,11.0,0.32978700860230564,0.9827000310972028,1.0142628458526939,0.597771843861966,111.0,111.0,110.0,,106.0,0.0,37.0,10,10,31.103593626989905,34.34583069010866,14.048812960118083,0.0,0.0,0.0,3.0,0.001486781423537742,1.2200695975391411,0.8875766196369171
metahero,hero,0.00339388,2.0,0.09886473224526297,-0.009454081000779385,0.6310069845681486,-0.0005539924578962826,0.0,10.0,0.0,,10.0,0.0,23.0,10,10,42.683984655536605,79.34650162869504,49.68225909915085,46.27202051943209,67.08949556121149,27.412938581121907,0.0,0.029015371386411807,-0.1341691272255623,0.010583053187491191
metal,mtl,1.87,5.0,0.17811917718920156,0.4257120823502917,0.6178387554268769,0.0993643092919942,100.0,11.0,0.0,,15.0,0.0,34.0,10,0,51.27774294834934,49.11701897849248,33.307689495273394,0.0,0.0,22.474352875683095,1.0,-0.009147351784188589,0.43555824468160137,-0.15545452069543547
metis-token,metis,20.39,9.0,0.17986827830265986,0.8616910419591566,0.5048757224984758,-0.007409514491574069,111.0,101.0,100.0,,115.0,0.0,51.0,0,10,27.078233126427914,58.18857387589998,26.069762493430297,1.8595316059773452,25.55935577025761,0.0,3.0,-0.010028896359398342,0.24604327546923518,0.6536500937432473
milk-alliance,mlk,0.325611,12.0,0.09529706920514326,0.4709381433985704,0.6049170189690457,0.6709432358476289,110.0,111.0,111.0,,18.0,0.0,17.0,11,11,46.68106674857419,60.784141603505674,65.77097599042746,145.30436507439535,142.89083238675678,269.428813916094,2.0,0.005822784048098941,1.086683243049107,0.0034487736794168162
mina-protocol,mina,0.649445,4.0,0.09571676654353642,0.14599589531472382,0.5554046619072112,0.09575514463095774,100.0,10.0,100.0,,10.0,2.0,9.0,10,0,50.76792902138611,47.8531250374683,25.11704212358586,12.715858850573746,7.20198631511731,2.0140982154589437,2.0,-0.010831215203307517,0.06486048442342268,0.00876297189065679
mirror-protocol,mir,0.01337935,5.0,0.22958382718785583,0.20627823557034142,0.5444731041404524,0.2037075824442668,100.0,1.0,10.0,,6.0,0.0,11.0,10,10,60.64113444975987,64.13287856492617,37.79462292445061,317.58503169023845,93.3313704978096,75.12041594501903,3.0,-0.004308754821962429,0.14461737559207377,0.14584498514237015
mobox,mbox,0.280187,5.0,0.0897253109724704,0.717208943481725,0.6647540087456072,-0.0003658547620652363,10.0,110.0,0.0,,110.0,0.0,5.0,0,10,46.14431437103483,47.86776705645023,38.31700145458279,0.0,0.0,7.1104738621460655,2.0,0.008724151004183184,-0.03157004899078215,0.2134740664293469
